Season,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,AVG,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,XBR
2006,CHC,2399,5587,6147,1496,1013,271,46,166,716,677,395,24,928,43,37,84,135,121,49,0.267764453,6147,0.267764453,157,51,0.064258988,0.150967951,0.425646551,0.319036621,0.421872203,0.740908824,0.15410775,0.293598233,1.396651641,0.191572545,0.471112076,0.337315377,0.10045074,0.10688989,0.072383586,0.289772727,0.319744202,-66.80406664,704.5166154,4.997451614,84.20860334,0.636049234,2.399999648,-4.000000022,0.37643859,0.35739694,0.26616447,0.12154812,0.63138075,0.24707113,
2006,CIN,2335,5515,6296,1419,899,291,12,217,749,718,614,52,1192,59,38,66,122,124,33,0.257298277,6296,0.257298277,107,24,0.097522236,0.189326556,0.515100671,0.336010279,0.432456935,0.768467214,0.175158658,0.290057915,1.153511497,0.19474785,0.431326981,0.373925168,0.088875077,0.134866376,0.057650862,0.193548387,0.331815761,-3.021501274,786.9955825,4.229760343,93.61679545,8.12037834,8.399999931,-0.100000009,0.41359837,0.34131466,0.24508697,0.1113621,0.60989383,0.27874407,
2006,COL,2306,5562,6348,1504,968,325,54,157,813,761,561,64,1108,60,45,119,119,85,50,0.270406328,6348,0.270406328,129,30,0.088374291,0.174543163,0.506317689,0.341201027,0.432937792,0.774138819,0.162531464,0.310225702,1.231605886,0.212641083,0.434537246,0.35282167,0.077415227,0.100447856,0.067012987,0.162162162,0.333238464,-1.602289683,794.9397128,4.877087608,86.95365387,-7.14466255,-2.800000109,7.199999824,0.37659805,0.3447454,0.27865655,0.12134345,0.62145179,0.25720477,
2006,FLA,2354,5502,6191,1454,921,309,42,182,758,713,497,55,1249,74,42,76,109,110,58,0.264267539,6191,0.264267539,152,31,0.080277822,0.201744467,0.397918334,0.331152902,0.434932751,0.766085653,0.170665212,0.309263311,1.177820267,0.192007566,0.436982738,0.371009694,0.098151688,0.11599745,0.082251082,0.219858156,0.329102341,-16.90858727,759.9331798,4.823121116,96.21501902,-5.526686809,15.30000032,2.799999885,0.40228833,0.33592677,0.2617849,0.12356979,0.59771167,0.27871854,
2006,HOU,2393,5521,6326,1407,931,275,27,174,735,708,585,54,1076,73,46,100,122,79,36,0.254845136,6326,0.254845136,112,35,0.092475497,0.170091685,0.543680297,0.331726907,0.408983879,0.740710786,0.154138743,0.28561501,1.145584725,0.186793306,0.434192672,0.37901402,0.12470167,0.103818615,0.058333333,0.207100591,0.321544385,-60.12183289,733.6596271,4.217050114,89.50520761,-2.217440686,5.299999982,2.600000031,0.38488347,0.36179482,0.25332172,0.13700719,0.61729471,0.2456981,
2006,LAD,2384,5628,6394,1552,1034,307,58,153,820,787,601,61,959,51,48,66,140,128,49,0.275764036,6394,0.275764036,125,26,0.093994369,0.14998436,0.626694473,0.348293299,0.432480454,0.780773753,0.156716418,0.30652936,1.211209439,0.196742391,0.439991427,0.36326618,0.085545722,0.090265486,0.060886507,0.224137931,0.337103543,25.23220184,827.5462478,5.313557361,101.0000979,1.749115221,-4.799999759,-1.700000204,0.39920535,0.34358009,0.25721455,0.10706817,0.62212463,0.27080719,
2006,MIL,2206,5433,6130,1400,899,301,20,180,730,695,502,48,1233,82,53,58,134,71,37,0.25768452,6130,0.25768452,96,14,0.081892332,0.201141924,0.407137064,0.326853377,0.419841708,0.746695085,0.162157188,0.299533513,1.133291219,0.19843342,0.425824827,0.375741751,0.112444725,0.113708149,0.053511705,0.144329896,0.322329657,-54.15733915,715.0301963,3.944034788,89.31861827,-4.111218352,5.899999775,-3.300000042,0.39721578,0.34408353,0.2587007,0.10696056,0.62111369,0.27192575,
2006,WSN,2430,5495,6283,1437,929,322,22,164,746,695,594,66,1156,69,49,76,119,123,62,0.261510464,6283,0.261510464,111,38,0.094540824,0.18398854,0.51384083,0.338327694,0.417652411,0.755980105,0.156141947,0.301373106,1.182046453,0.196486361,0.43527508,0.368238557,0.09039548,0.102950408,0.058948486,0.281481481,0.327019714,-28.39090172,759.9949524,4.307094425,96.36203884,-4.810437456,7.400000215,0.700000048,0.39071957,0.33826496,0.27101547,0.12530823,0.61600538,0.25868639,
2006,NYM,2279,5558,6291,1469,905,323,41,200,834,800,547,63,1071,62,47,77,114,146,35,0.264303706,6291,0.264303706,118,36,0.08694961,0.170243204,0.510737628,0.334406179,0.445124145,0.779530324,0.180820439,0.292801107,1.141931684,0.186171402,0.433877825,0.379950771,0.108362779,0.11778563,0.060856111,0.255319148,0.333652981,6.345056939,795.7347447,5.555728368,99.24161626,11.74298293,2.500000104,6.300000027,0.40433839,0.3318872,0.2637744,0.11214751,0.61713666,0.27071584,
2006,PHI,2410,5687,6509,1518,967,294,41,216,865,823,626,67,1203,95,44,57,115,92,25,0.266924564,6509,0.266924564,126,15,0.096174527,0.184821017,0.520365752,0.347024178,0.44698435,0.794008528,0.180059786,0.301948051,1.210980876,0.201248049,0.43748607,0.361265879,0.11967921,0.133251079,0.064187468,0.153061224,0.341496137,51.71462415,868.4587789,4.924342021,99.69539411,5.083563475,4.900000118,8.499999903,0.42966194,0.33369684,0.23664122,0.1214831,0.57317339,0.30534351,
2006,PIT,2325,5558,6218,1462,1018,286,17,141,691,656,459,49,1200,89,49,62,153,68,23,0.26304426,6218,0.26304426,137,25,0.073817947,0.192988099,0.3825,0.326563769,0.39672544,0.723289209,0.13368118,0.309657759,1.246770025,0.201744319,0.442965343,0.355290337,0.11369509,0.091085271,0.070984455,0.225225225,0.314578838,-94.31288584,685.9168198,3.972139177,86.15468624,1.311663872,2.100000247,-5.600000136,0.3977171,0.34512086,0.25716204,0.11392122,0.64391226,0.24216652,
2006,STL,2359,5522,6225,1484,981,292,27,184,781,745,531,70,922,61,40,71,129,59,32,0.268743208,6225,0.268743208,117,15,0.085301204,0.148112449,0.575921908,0.337341566,0.431365447,0.768707013,0.162622239,0.291741472,1.253203172,0.196999347,0.44661883,0.356381822,0.118364856,0.112263575,0.056962025,0.133928571,0.330556016,-7.395630255,773.7124299,4.042998309,97.67515687,-4.416292282,10.49999976,-0.200000018,0.40967947,0.340692,0.24962853,0.11441308,0.64232647,0.24326045,
2006,SDP,2396,5576,6287,1465,968,298,38,161,731,698,564,37,1104,40,47,59,127,123,31,0.262733142,6287,0.262733142,100,21,0.089708923,0.175600445,0.510869565,0.332262726,0.416427546,0.748690272,0.153694404,0.299219825,1.101694915,0.195525727,0.421700223,0.382774049,0.092343658,0.094097019,0.053050397,0.196261682,0.324725143,-41.43872198,747.4490489,5.060889854,98.77744017,8.776028553,-3.600000039,-6.71E-08,0.39764038,0.34258248,0.25977715,0.10662006,0.61000655,0.28337339,
2006,SFG,2313,5472,6136,1418,906,297,52,163,746,711,494,76,891,53,37,80,136,58,25,0.259137426,6136,0.259137426,111,17,0.080508474,0.145208604,0.554433221,0.324471598,0.421783625,0.746255223,0.162646199,0.281705948,1.14187643,0.181818181,0.436188811,0.381993006,0.129290617,0.093249427,0.055611222,0.139344262,0.319694865,-63.98433134,705.9560794,4.6962222,87.50967391,-1.362841149,-11.00000003,-3.400000013,0.43103448,0.35738612,0.2115794,0.10834398,0.63537676,0.25627927,
2007,LAA,2230,5554,6198,1578,1108,324,23,123,822,776,507,55,883,40,65,32,146,139,55,0.284119553,6198,0.284119553,142,22,0.08180058,0.142465311,0.574178935,0.344631852,0.417176809,0.761808661,0.133057256,0.315412963,1.3144729,0.170898229,0.470876893,0.358224877,0.103633114,0.073257891,0.064340734,0.275,0.332534745,8.92528431,775.2674363,4.781080559,100.2229828,-1.179444313,6.200000465,-1.299999945,0.40780365,0.33773862,0.25445773,0.18229494,0.52989301,0.28781204,
2007,BAL,2348,5631,6264,1529,1051,306,30,142,756,718,500,31,939,47,47,38,139,144,42,0.271532587,6264,0.271532587,129,28,0.0798212,0.149904214,0.532481363,0.333493975,0.41218256,0.745676535,0.140649973,0.301718512,1.145484949,0.17738833,0.439196409,0.383415259,0.105908584,0.079152731,0.062773722,0.285714285,0.326894222,-21.75469255,752.7479277,5.028942427,95.44722482,5.556512615,-11.69999964,-2.900000133,0.38957505,0.33661294,0.27381202,0.18965878,0.50387272,0.30646849,
2007,BOS,2278,5589,6426,1561,1008,352,35,166,867,829,689,54,1042,64,54,30,146,96,24,0.279298622,6426,0.279298622,114,25,0.107220666,0.16215375,0.661228406,0.361788617,0.443907675,0.805696292,0.164609053,0.314543404,1.041621029,0.180839375,0.417930125,0.401230498,0.0898138,0.09090909,0.059936908,0.316455696,0.351693783,111.3418474,905.8747078,4.712928823,109.4390499,3.299469953,-7.899999857,-0.400000051,0.41382289,0.34449244,0.24168467,0.15075594,0.48423326,0.3650108,
2007,CHW,2257,5441,6103,1341,882,249,20,190,693,667,532,33,1149,52,35,41,138,78,45,0.246462047,6103,0.246462047,93,26,0.087170244,0.188268064,0.463011314,0.317656765,0.404337437,0.721994202,0.15787539,0.278220933,1.143118148,0.173749706,0.440713782,0.38553651,0.111449451,0.115712545,0.049547149,0.24074074,0.316439949,-75.80184306,678.7941804,3.840161223,85.71610306,-8.510247544,-2.799999602,-4.400000125,0.42179986,0.31829631,0.25990382,0.19945042,0.48866499,0.31188459,
2007,CLE,2225,5604,6367,1504,994,305,27,178,811,784,590,56,1202,80,59,32,114,72,41,0.268379728,6367,0.268379728,98,16,0.092665305,0.188785927,0.490848585,0.343281225,0.427730192,0.771011417,0.159350464,0.309596077,1.010555555,0.184174932,0.410054102,0.405770964,0.071111111,0.098888888,0.053875755,0.280701754,0.336211441,27.16580171,814.4036981,4.165911647,104.0270163,-8.542737102,-1.900000013,10.69999988,0.41865124,0.32494992,0.25639884,0.15401736,0.48675718,0.35922546,
2007,DET,2269,5757,6364,1652,1073,352,50,177,887,857,474,45,1054,56,45,31,128,103,30,0.286955011,6364,0.286955011,113,11,0.074481458,0.165619107,0.44971537,0.344598862,0.457703665,0.802302527,0.170748654,0.322686501,1.086692435,0.199533997,0.416860834,0.383605168,0.090557702,0.097736057,0.057418699,0.192982456,0.347042941,84.85135491,871.7183209,5.451637533,108.4816257,2.581996243,3.500000328,1.9000002,0.43846798,0.3191712,0.24236082,0.17266639,0.49351193,0.33382168,
2007,KCR,2294,5534,6140,1447,999,300,46,102,706,660,428,34,1069,89,47,41,151,78,44,0.261474521,6140,0.261474521,138,28,0.06970684,0.174104234,0.400374181,0.32207281,0.387603903,0.709676713,0.126129382,0.304988662,1.396013289,0.189662921,0.472134831,0.338202247,0.097009966,0.067774086,0.065683008,0.274509803,0.31228205,-96.57621712,662.5946143,4.855274064,84.5169198,-8.235309068,11.60000027,-5.000000067,0.35984183,0.35874341,0.28141476,0.20474517,0.49209139,0.30316344,
2007,MIN,2259,5522,6161,1460,1033,273,36,118,718,671,512,41,839,48,45,34,149,112,30,0.264396957,6161,0.264396957,158,36,0.083103392,0.136179191,0.610250297,0.329688265,0.390981528,0.720669793,0.126584571,0.29110629,1.510058403,0.17084673,0.498821007,0.330332261,0.091499026,0.076573653,0.067898581,0.37113402,0.317272272,-72.43238874,689.3349553,4.818851485,90.85503791,4.401355285,2.600000203,-4.400000058,0.37778244,0.35384292,0.26837463,0.1751365,0.53380932,0.29105418,
2007,NYY,2366,5717,6528,1656,1097,326,32,201,968,929,637,32,991,78,54,41,138,123,40,0.28966241,6528,0.28966241,152,10,0.097579656,0.151807598,0.642785065,0.365556583,0.463354906,0.828911489,0.173692496,0.317754968,1.301615798,0.189804086,0.458184116,0.352011796,0.077199281,0.120287253,0.069885057,0.135135135,0.361308384,165.7753385,972.9198316,5.0153488,119.1672093,1.535341711,3.999999538,6.400000088,0.40385812,0.33685957,0.25928231,0.15743622,0.5040448,0.33851898,
2007,OAK,2220,5577,6365,1430,948,295,16,171,741,711,664,29,1119,49,56,18,142,52,20,0.256410256,6365,0.256410256,102,12,0.104320502,0.175805184,0.593386952,0.337693034,0.407028868,0.744721902,0.150618612,0.289891779,0.999448732,0.191123996,0.404326494,0.404549509,0.111907386,0.094266813,0.056260341,0.25,0.328350451,-14.56530863,772.4253008,3.348012014,99.40163322,-3.526394077,-3.700000167,0.199999906,0.40445719,0.34796999,0.24757282,0.18711386,0.51456311,0.29832304,
2007,SEA,2338,5684,6209,1629,1170,284,22,153,794,754,389,32,861,62,40,33,154,81,30,0.286593947,6209,0.286593947,198,19,0.06265099,0.138669673,0.451800232,0.336842105,0.425052779,0.761894884,0.138458832,0.313375796,1.365269461,0.18354692,0.471269119,0.34518396,0.103592814,0.091616766,0.086842105,0.327586206,0.332846185,9.350042834,777.0522729,4.280119488,102.6533949,-1.918025402,-5.999999583,-1.700000137,0.40706699,0.34558824,0.24734477,0.19464869,0.49897876,0.30637255,
2007,TBD,2229,5593,6280,1500,986,291,36,187,782,750,545,31,1324,53,52,34,119,131,48,0.268192383,6280,0.268192383,102,13,0.086783439,0.210828025,0.411631419,0.336056383,0.433398891,0.769455274,0.165206508,0.317610062,1.105072463,0.189490816,0.425482445,0.385026737,0.096618357,0.112922705,0.055737704,0.24074074,0.335419016,22.81627462,799.2971902,5.066479536,102.6834642,0.403460999,5.300000228,2.699999876,0.42250287,0.32950631,0.24799082,0.16349024,0.48771527,0.34879449,
2007,TEX,2313,5555,6214,1460,947,298,36,179,816,768,503,27,1224,56,42,57,129,88,25,0.262826282,6214,0.262826282,123,36,0.08094625,0.196974573,0.410947712,0.327972709,0.42610261,0.754075319,0.163276328,0.305436337,1.063867534,0.191193511,0.416917728,0.39188876,0.094027202,0.105854523,0.068371317,0.315789473,0.329035016,-11.79530683,756.5251405,5.063138669,94.16827576,2.002075412,10.70000006,-0.100000016,0.38744638,0.3474825,0.26507112,0.1715963,0.49424249,0.33416121,
2007,TOR,2308,5536,6197,1434,901,344,24,165,753,719,533,32,1044,47,48,33,127,57,22,0.259031791,6197,0.259031791,92,14,0.086009359,0.168468613,0.510536398,0.326735885,0.41925578,0.745991665,0.160223989,0.290057142,0.996149614,0.196234772,0.401107419,0.402657807,0.105610561,0.090759075,0.050800662,0.245614035,0.325720436,-28.55326448,737.6652441,3.910330766,95.39695694,-2.802018297,-8.899999768,0.399999872,0.40748031,0.35104987,0.24146982,0.17519685,0.48490814,0.33989501,
2007,ARI,2305,5398,6101,1350,853,286,40,171,712,687,532,38,1111,57,58,55,121,109,24,0.250092626,6101,0.250092626,114,14,0.087198819,0.182101294,0.478847884,0.320760959,0.412930715,0.733691674,0.162838089,0.282462865,1.003952569,0.176183844,0.412720519,0.411095636,0.126482213,0.096555618,0.064116985,0.152173913,0.319834044,-62.10932039,692.2394162,5.124170382,82.14035797,6.877100269,1.399999976,0.499999918,0.41636364,0.33454545,0.24909091,0.19636364,0.47818182,0.32545455,
2007,ATL,2398,5689,6374,1562,1031,328,27,176,810,781,534,43,1149,49,47,55,137,64,30,0.274564949,6374,0.274564949,124,10,0.083777847,0.18026357,0.464751958,0.339452445,0.434522763,0.773975208,0.159957814,0.314214463,1.187573964,0.188898639,0.440324703,0.370776656,0.086390532,0.104142011,0.061783756,0.119047619,0.336970256,25.6800089,813.7834095,4.161201897,99.25702264,-5.259948407,0.099999771,-1,0.404567,0.34252477,0.25290823,0.17277036,0.48125808,0.34597156,
2007,CHC,2379,5643,6268,1530,1011,340,28,151,752,711,500,48,1054,40,37,48,127,86,33,0.271132376,6268,0.271132376,128,14,0.079770261,0.168155711,0.474383301,0.332797427,0.421584263,0.75438169,0.150451887,0.308156424,1.235684147,0.191938997,0.446623093,0.361437908,0.078360458,0.091018685,0.062439024,0.168674698,0.328763645,-14.15195903,760.845235,4.430049714,89.87999512,-1.939657473,-0.100000121,-1.899999909,0.3907554,0.33575861,0.27348598,0.17483415,0.51166274,0.3135031,
2007,CIN,2383,5607,6332,1496,976,293,23,204,783,747,536,51,1113,66,46,73,140,97,31,0.266809345,6332,0.266809345,119,30,0.084649399,0.175773847,0.481581311,0.33541167,0.436418762,0.771830432,0.169609417,0.297970479,1.072737686,0.191826708,0.418267083,0.389906208,0.116838487,0.116838487,0.063534436,0.222222222,0.335217727,15.98642667,798.896802,4.33040704,93.85425623,1.048980702,-5.70000013,-2.499999866,0.40559289,0.32646868,0.26793843,0.20810752,0.46694125,0.32495122,
2007,COL,2407,5691,6498,1591,1071,313,36,171,860,823,622,51,1152,58,44,83,140,100,31,0.279564224,6498,0.279564224,138,51,0.09572176,0.177285318,0.539930555,0.354014029,0.43735723,0.791371259,0.157793006,0.321849501,1.199752628,0.209555555,0.431111111,0.359333333,0.079777365,0.105751391,0.07113402,0.307228915,0.345633103,74.16903366,877.604223,4.930478174,96.60530238,1.090795767,6.500000358,2.50000032,0.34890699,0.36433776,0.28675525,0.18495499,0.49935705,0.31568796,
2007,FLA,2423,5627,6344,1504,925,340,38,201,790,749,521,46,1332,82,42,72,107,105,34,0.267282743,6344,0.267282743,110,35,0.082124842,0.209962168,0.391141141,0.3359375,0.448373911,0.784311411,0.181091168,0.315038684,0.981661891,0.192433442,0.400046707,0.40751985,0.104297994,0.115186246,0.064214827,0.277777777,0.339750152,40.54050466,824.9346015,4.959717744,100.7686453,1.495062035,-5.000000224,7.299999997,0.42014519,0.33008167,0.24977314,0.18897459,0.478902,0.33212341,
2007,HOU,2409,5605,6324,1457,967,293,30,167,723,700,547,40,1043,55,40,77,142,65,33,0.259946476,6324,0.259946476,121,21,0.086495888,0.164927261,0.524448705,0.329598207,0.412310437,0.741908644,0.152363961,0.290868094,1.113048368,0.175915771,0.434086422,0.389997806,0.119797525,0.093925759,0.06114199,0.175,0.324821904,-39.78897526,742.1322524,3.987629735,91.67705903,-6.223546603,-7.89999938,-3.800000012,0.3930327,0.33490062,0.27206668,0.19683693,0.51293011,0.29023296,
2007,LAD,2417,5614,6282,1544,1104,276,35,129,735,706,511,41,864,41,55,58,116,137,50,0.275026718,6282,0.275026718,143,35,0.081343521,0.137535816,0.591435185,0.336923324,0.405593159,0.742516483,0.130566441,0.302609067,1.301920768,0.186810856,0.459923664,0.353265479,0.101440576,0.077430972,0.065928999,0.238095238,0.325697798,-32.25719904,744.4710034,4.791836864,93.67021475,0.537343654,9.999999911,7.800000034,0.38165741,0.35307423,0.26526835,0.19288505,0.50503804,0.30207691,
2007,MIL,2330,5554,6238,1455,877,310,37,231,801,774,501,60,1137,76,47,60,112,96,32,0.261973352,6238,0.261973352,115,20,0.080314203,0.182269958,0.440633245,0.328909032,0.455887648,0.78479668,0.193914296,0.289156626,1.015025041,0.180027173,0.413043478,0.406929347,0.101836393,0.128547579,0.063048245,0.186915887,0.337439579,28.13440347,799.4222938,4.946151859,100.0735574,0.845068438,6.100000061,0.500000104,0.41941189,0.33473358,0.24585452,0.17510502,0.47778023,0.34711475,
2007,WSN,2528,5520,6201,1415,952,309,31,123,673,646,524,38,1128,53,41,63,143,69,23,0.256340579,6201,0.256340579,115,15,0.084502499,0.181906144,0.464539007,0.324535679,0.39039855,0.714934229,0.134057971,0.299767981,1.314996725,0.190519807,0.459812228,0.349667964,0.099541584,0.080550098,0.057270916,0.1171875,0.314748634,-89.45129901,677.2617834,4.202075439,87.90729238,-0.970568471,-3.999999858,-5.800000153,0.37797553,0.36195773,0.26006674,0.18998888,0.51034483,0.2996663,
2007,NYM,2335,5605,6344,1543,1045,294,27,177,804,761,549,64,981,54,58,77,114,200,46,0.275289919,6344,0.275289919,135,35,0.086538461,0.1546343,0.559633027,0.342483242,0.432114183,0.774597425,0.156824264,0.303218645,1.239419588,0.194782608,0.445652173,0.359565217,0.102781136,0.107013301,0.065853658,0.220125786,0.336373419,22.53133682,806.9254337,5.444843639,100.4167866,14.96951383,-2.200000316,1.400000118,0.4034461,0.34397983,0.25257407,0.18827485,0.49821391,0.31351124,
2007,PHI,2446,5688,6537,1558,978,326,41,213,892,850,641,74,1205,90,52,65,125,138,19,0.273909985,6537,0.273909985,116,21,0.098057212,0.184335322,0.531950207,0.353732035,0.457981715,0.81171375,0.18407173,0.311198519,1.037057832,0.193060498,0.410809608,0.396129893,0.090960134,0.119595732,0.062804547,0.201923076,0.350993007,104.0338507,912.2911349,5.532602801,105.128885,14.09696377,1.499999925,5.000000052,0.41173913,0.33956522,0.24869565,0.1776087,0.4576087,0.36478261,
2007,PIT,2304,5569,6214,1463,962,322,31,148,724,694,463,31,1135,71,51,60,130,68,30,0.262704255,6214,0.262704255,125,23,0.074509172,0.182652075,0.407929515,0.324504387,0.411384449,0.735888836,0.148680194,0.30320498,1.062749572,0.185585585,0.419594594,0.394819819,0.086708499,0.084426697,0.067096081,0.221153846,0.321760523,-52.92717409,715.3932732,4.241668105,89.6792867,-4.117939123,-4.399999544,-1.900000028,0.39326585,0.34441021,0.26232394,0.19080106,0.51078345,0.29841549,
2007,STL,2440,5529,6211,1513,1080,279,13,141,725,690,506,47,909,54,54,68,154,56,33,0.273648037,6211,0.273648037,125,17,0.081468362,0.146353244,0.556655665,0.337457268,0.405317417,0.742774685,0.13166938,0.302669313,1.163406214,0.188955996,0.436151855,0.374892148,0.097813578,0.081127733,0.06181998,0.161904761,0.325823196,-30.74754059,737.2019764,3.360427346,94.00936517,-8.230042794,1.399999894,-5.899999894,0.4053997,0.33136469,0.2632356,0.17886522,0.52604936,0.29508543,
2007,SDP,2334,5612,6326,1408,884,322,31,171,741,704,557,45,1229,49,44,64,113,55,24,0.250890947,6326,0.250890947,89,17,0.08804932,0.194277584,0.453213995,0.321622484,0.410727013,0.732349497,0.159836066,0.290648496,0.966501922,0.18428246,0.400911161,0.414806378,0.080175727,0.093904448,0.050568181,0.17,0.319581679,-64.84820476,717.3203099,4.031701141,95.95235632,-4.055186497,2.899999924,4.499999911,0.42004454,0.3325167,0.24743875,0.1623608,0.51625835,0.32138085,
2007,SFG,2371,5538,6213,1407,972,267,37,131,683,641,532,74,907,39,36,67,142,119,33,0.254062838,6213,0.254062838,101,30,0.085626911,0.145984226,0.586549062,0.321887713,0.386601661,0.708489374,0.132538823,0.281305114,1.227751756,0.173185571,0.455671447,0.371142981,0.110655737,0.076697892,0.048164043,0.227272727,0.309734513,-112.7560127,655.4407911,5.01099041,81.0069442,4.770043712,-1.600000791,-7.899999954,0.39860583,0.35466836,0.24672581,0.19602873,0.51373046,0.29024081,
2008,LAA,2229,5540,6155,1486,1028,274,25,159,765,721,481,52,987,52,50,32,140,129,48,0.268231046,6155,0.268231046,148,23,0.078147847,0.160357432,0.487335359,0.329740323,0.412815884,0.742556207,0.144584838,0.29860486,1.307169344,0.179920913,0.464630931,0.355448154,0.105686032,0.098269468,0.069976359,0.277108433,0.324498926,-19.39874185,721.4739343,4.653823031,96.13084201,1.494948416,1.199999332,-3.700000182,0.42286947,0.3193096,0.25782093,0.1626753,0.58101402,0.25631068,
2008,BAL,2340,5559,6211,1486,962,322,30,172,782,750,533,37,990,42,48,27,111,81,37,0.267314265,6211,0.267314265,128,15,0.085815488,0.159394622,0.538383838,0.333387253,0.42885411,0.762241363,0.161539845,0.295613048,1.121420389,0.192852473,0.426672477,0.380475049,0.113974799,0.098510882,0.065372829,0.272727272,0.332899399,22.94263343,770.5559871,4.384199061,98.51261135,-3.436046646,-5.899999708,4.20000001,0.40094746,0.3249354,0.27411714,0.17764858,0.5538329,0.26851852,
2008,BOS,2293,5596,6402,1565,1006,353,33,173,845,807,646,49,1068,70,62,28,148,120,35,0.279664045,6402,0.279664045,132,33,0.100905966,0.166822867,0.604868913,0.357860056,0.447283774,0.80514383,0.167619729,0.315146026,1.071835803,0.200440044,0.413641364,0.385918591,0.091790193,0.098631698,0.070212765,0.452054794,0.351484243,122.3745718,892.9784504,4.838832575,109.8522087,4.745747909,-8.000000134,-1.40000017,0.43178865,0.32784755,0.24036379,0.15179731,0.5610654,0.28713729,
2008,CHW,2298,5553,6231,1458,914,296,13,235,811,785,540,33,1016,63,47,28,158,67,34,0.262560777,6231,0.262560777,104,14,0.086663456,0.163055689,0.531496062,0.332258584,0.447505852,0.779764436,0.184945075,0.281214072,0.986442516,0.194591029,0.399956024,0.405452946,0.129067245,0.127440347,0.057174271,0.21875,0.339347139,55.47391567,805.4946541,3.683756133,101.3138179,-4.926450421,-13.89999989,-8.599999808,0.44037294,0.30550737,0.25411969,0.18191674,0.53274068,0.28534258,
2008,CLE,2199,5543,6299,1455,923,339,22,171,805,772,560,44,1213,103,49,43,123,77,29,0.262493234,6299,0.262493234,111,16,0.088903,0.192570249,0.461665292,0.338609112,0.424138553,0.762747665,0.161645319,0.305133079,1.007540603,0.203818725,0.399585921,0.396595353,0.10150812,0.099187935,0.063903281,0.213333333,0.334347693,30.96704766,789.1728945,4.251028648,103.1233587,-0.970255489,-2.599999815,4.299999781,0.45115332,0.30483944,0.24400724,0.15106287,0.54409769,0.30483944,
2008,DET,2267,5641,6331,1529,995,293,41,200,821,780,572,23,1076,44,44,30,144,63,31,0.271051232,6331,0.271051232,118,12,0.090349075,0.169957352,0.531598513,0.340422155,0.443892926,0.784315081,0.172841694,0.301428895,1.133027522,0.188304603,0.431158629,0.380536766,0.103211009,0.114678899,0.059716599,0.214285714,0.342762227,74.65125526,836.7089178,4.360847944,106.3461798,-4.73782895,-1.300000787,-0.699999645,0.43285191,0.31127398,0.25587411,0.15520586,0.57145937,0.27333477,
2008,KCR,2250,5608,6118,1507,1056,303,28,120,691,650,392,31,1005,50,36,32,144,79,38,0.268723252,6118,0.268723252,114,25,0.064073226,0.164269369,0.390049751,0.320243181,0.396932952,0.717176133,0.1282097,0.306926311,1.38095238,0.200438116,0.463745892,0.335815991,0.100456621,0.078277886,0.053849787,0.235849056,0.315081393,-68.12979635,668.2892179,4.305040143,86.8268776,-4.170045129,-1.899999514,-3.400000021,0.36951402,0.34146864,0.28901734,0.17812032,0.57268251,0.24919717,
2008,MIN,2287,5641,6331,1572,1114,298,49,111,829,791,529,48,979,36,72,52,144,102,42,0.278673993,6331,0.278673993,122,69,0.083557099,0.154635918,0.540347293,0.34039503,0.407906399,0.748301429,0.129232406,0.316028552,1.379754996,0.199869932,0.463906351,0.336223715,0.096711798,0.071566731,0.057009345,0.39884393,0.327968648,-1.777634418,760.2800281,5.254768325,99.04562171,-1.69777677,14.10000046,-0.099999987,0.36961972,0.33639783,0.29398245,0.15900543,0.5835771,0.25741747,
2008,NYY,2330,5572,6257,1512,1023,289,20,180,789,758,535,36,1015,80,39,31,150,118,39,0.271356783,6257,0.271356783,132,8,0.085504235,0.162218315,0.527093596,0.341631866,0.427315147,0.768947013,0.155958364,0.301630434,1.32869785,0.195457523,0.459052194,0.345490281,0.085335018,0.113780025,0.062797335,0.166666666,0.337525503,46.45297526,799.603314,4.542773946,104.0716301,2.846591812,-1.899999574,-7.600000173,0.41301059,0.31489086,0.27209855,0.1633888,0.55003242,0.28657878,
2008,OAK,2282,5451,6138,1318,900,270,23,125,646,610,574,23,1226,48,35,30,126,88,21,0.241790497,6138,0.241790497,93,18,0.093515803,0.199739328,0.468189233,0.31761624,0.368556228,0.686172468,0.126765731,0.288512696,1.036860879,0.188536238,0.413074372,0.398389388,0.125445897,0.07431629,0.053325688,0.264705882,0.305958326,-113.3582557,625.4681434,4.224816958,86.12779551,4.722892851,5.299999796,2.400000006,0.3960373,0.33100233,0.27296037,0.18158508,0.57808858,0.24032634,
